rank,moki_name,moki_id,score,class,rarity,stat_strength,stat_speed,stat_defense,stat_dexterity,stat_fortitude,image_url,thumbnail_url,category,page,date_scraped
72,Red Whine,5193,15675,Sprinter,Legendary,44.00,573.14,399.56,267.27,41.00,&quot;https://5rH8sf3XHWbNEbyj.public.blob.vercel-storage.com/profile/moki_9a1bf547f3eabc0245bb91505ea822711ae130e66a7a48ade7629cbf3cfaec4c_300x300.png&quot;,https://5rH8sf3XHWbNEbyj.public.blob.vercel-storage.com/thumbnail/moki_9a1bf547f3eabc0245bb91505ea822711ae130e66a7a48ade7629cbf3cfaec4c_64x64.png,Champion,1,2026-02-27 07:44 UTC
73,Mokiwitch,962,15645,Defender,Legendary,297.00,298.61,576.07,67.04,99.36,&quot;https://5rH8sf3XHWbNEbyj.public.blob.vercel-storage.com/profile/moki_Mokiwitch_300x300.png&quot;,https://5rH8sf3XHWbNEbyj.public.blob.vercel-storage.com/thumbnail/moki_Mokiwitch_64x64.png,Champion,1,2026-02-27 07:44 UTC
74,SinTank,2485,15635,Striker,Legendary,25.70,293.83,83.54,440.20,266.85,&quot;https://5rH8sf3XHWbNEbyj.public.blob.vercel-storage.com/profile/moki_d8cb0a32e41ce68f8e6fbccb7ddf32e8732f6a70f9ae35a755b662d39cfcb2cc_300x300.png&quot;,https://5rH8sf3XHWbNEbyj.public.blob.vercel-storage.com/thumbnail/moki_d8cb0a32e41ce68f8e6fbccb7ddf32e8732f6a70f9ae35a755b662d39cfcb2cc_64x64.png,Champion,1,2026-02-27 07:44 UTC
75,The Destroyer,5232,15600,Striker,Legendary,17.00,215.00,36.00,481.58,211.00,&quot;https://5rH8sf3XHWbNEbyj.public.blob.vercel-storage.com/profile/moki_db39eb849e2dd91f23a4e7a96cf5ea3dce05bfbaece1975c3585fece735da69f_300x300.png&quot;,https://5rH8sf3XHWbNEbyj.public.blob.vercel-storage.com/thumbnail/moki_db39eb849e2dd91f23a4e7a96cf5ea3dce05bfbaece1975c3585fece735da69f_64x64.png,Champion,1,2026-02-27 07:44 UTC
76,Fortune Gobbler,1176,15600,Striker,Legendary,42.00,352.09,47.00,545.71,320.16,&quot;https://5rH8sf3XHWbNEbyj.public.blob.vercel-storage.com/profile/moki_e8e80db5e14e478dd49e1fae3ed5a3c1647a2351cf00ad56efb93440eecbf95d_300x300.png&quot;,https://5rH8sf3XHWbNEbyj.public.blob.vercel-storage.com/thumbnail/moki_e8e80db5e14e478dd49e1fae3ed5a3c1647a2351cf00ad56efb93440eecbf95d_64x64.png,Champion,1,2026-02-27 07:44 UTC
77,Stone of David,1749,15520,Striker,Legendary,16.00,347.44,17.00,439.65,229.09,&quot;https://5rH8sf3XHWbNEbyj.public.blob.vercel-storage.com/profile/moki_96f82d51af19b26c9b29ef07f4a8c1ef632a29dbc5f1094942f1d4d0192c373e_300x300.png&quot;,https://5rH8sf3XHWbNEbyj.public.blob.vercel-storage.com/thumbnail/moki_96f82d51af19b26c9b29ef07f4a8c1ef632a29dbc5f1094942f1d4d0192c373e_64x64.png,Champion,1,2026-02-27 07:44 UTC
78,Sam Nielbyyy,7247,15515,Defender,Legendary,273.00,348.55,556.46,48.00,45.00,&quot;https://5rH8sf3XHWbNEbyj.public.blob.vercel-storage.com/profile/moki_d82ab06ebd9710bea84e8eacf3af371d25771dbb591f9400994836ea3550cfaa_300x300.png&quot;,https://5rH8sf3XHWbNEbyj.public.blob.vercel-storage.com/thumbnail/moki_d82ab06ebd9710bea84e8eacf3af371d25771dbb591f9400994836ea3550cfaa_64x64.png,Champion,1,2026-02-27 07:44 UTC
79,Mokuhadely,2661,15500,Striker,Legendary,60.00,322.69,83.00,565.27,316.66,&quot;https://5rH8sf3XHWbNEbyj.public.blob.vercel-storage.com/profile/moki_Mokuhadely_300x300.png&quot;,https://5rH8sf3XHWbNEbyj.public.blob.vercel-storage.com/thumbnail/moki_Mokuhadely_64x64.png,Champion,1,2026-02-27 07:44 UTC
80,Trippy,73,15500,Striker,Legendary,46.00,325.38,50.99,514.28,279.61,&quot;https://5rH8sf3XHWbNEbyj.public.blob.vercel-storage.com/profile/moki_99b45c6a6ce5734f1afe0c0c0ac6eed00b346267bf54c183147c251482b61327_300x300.png&quot;,https://5rH8sf3XHWbNEbyj.public.blob.vercel-storage.com/thumbnail/moki_99b45c6a6ce5734f1afe0c0c0ac6eed00b346267bf54c183147c251482b61327_64x64.png,Champion,1,2026-02-27 07:44 UTC
81,Karpathy,6293,15465,Bruiser,Legendary,554.07,32.00,251.01,49.66,233.00,&quot;https://5rH8sf3XHWbNEbyj.public.blob.vercel-storage.com/profile/moki_17131971a5991966f0125eca542ca3e663ea7d6bccfed5a97bc57ed05f91cc86_300x300.png&quot;,https://5rH8sf3XHWbNEbyj.public.blob.vercel-storage.com/thumbnail/moki_17131971a5991966f0125eca542ca3e663ea7d6bccfed5a97bc57ed05f91cc86_64x64.png,Champion,1,2026-02-27 07:44 UTC
82,Fire Moki,5125,15430,Sprinter,Legendary,77.00,576.09,375.05,260.13,86.80,&quot;https://5rH8sf3XHWbNEbyj.public.blob.vercel-storage.com/profile/moki_FireMoki_300x300.png&quot;,https://5rH8sf3XHWbNEbyj.public.blob.vercel-storage.com/thumbnail/moki_FireMoki_64x64.png,Champion,1,2026-02-27 07:44 UTC
83,deadlykitten,4246,15400,Striker,Legendary,46.00,326.58,51.00,508.00,350.34,&quot;https://5rH8sf3XHWbNEbyj.public.blob.vercel-storage.com/profile/moki_e011e379bd81dd0866eebd9d8686794f5ead4bfaec14292d91c4de8396690d0d_300x300.png&quot;,https://5rH8sf3XHWbNEbyj.public.blob.vercel-storage.com/thumbnail/moki_e011e379bd81dd0866eebd9d8686794f5ead4bfaec14292d91c4de8396690d0d_64x64.png,Champion,1,2026-02-27 07:44 UTC
84,Straw Barry,7303,15375,Defender,Legendary,224.00,283.42,486.20,30.00,55.00,&quot;https://5rH8sf3XHWbNEbyj.public.blob.vercel-storage.com/profile/moki_8242b5f72e01caa3dfbf87b50495295a3ee25a67bde3e42214afa776c6b9f574_300x300.png&quot;,https://5rH8sf3XHWbNEbyj.public.blob.vercel-storage.com/thumbnail/moki_8242b5f72e01caa3dfbf87b50495295a3ee25a67bde3e42214afa776c6b9f574_64x64.png,Champion,1,2026-02-27 07:44 UTC
85,Burns Wenipee,1001,15355,Defender,Legendary,241.46,244.23,445.00,38.02,32.00,&quot;https://5rH8sf3XHWbNEbyj.public.blob.vercel-storage.com/profile/moki_f0a4e96834ec84aaaf07ea15992ccbf4f6667c228e60a7b003a6ad09de000858_300x300.png&quot;,https://5rH8sf3XHWbNEbyj.public.blob.vercel-storage.com/thumbnail/moki_f0a4e96834ec84aaaf07ea15992ccbf4f6667c228e60a7b003a6ad09de000858_64x64.png,Champion,1,2026-02-27 07:44 UTC
86,Caipirinha Time,8717,15350,Defender,Legendary,244.00,307.80,512.86,37.00,19.00,&quot;https://5rH8sf3XHWbNEbyj.public.blob.vercel-storage.com/profile/moki_d88e0138e8d76192095181cc2809d3d2808044a2022e269ffa1b912a55c26fad_300x300.png&quot;,https://5rH8sf3XHWbNEbyj.public.blob.vercel-storage.com/thumbnail/moki_d88e0138e8d76192095181cc2809d3d2808044a2022e269ffa1b912a55c26fad_64x64.png,Champion,1,2026-02-27 07:44 UTC
87,soda,2906,15350,Striker,Legendary,60.00,371.75,71.00,540.42,300.92,&quot;https://5rH8sf3XHWbNEbyj.public.blob.vercel-storage.com/profile/moki_soda_300x300.png&quot;,https://5rH8sf3XHWbNEbyj.public.blob.vercel-storage.com/thumbnail/moki_soda_64x64.png,Champion,1,2026-02-27 07:44 UTC
88,69,3527,15315,Sprinter,Legendary,58.00,508.25,425.02,262.57,42.00,&quot;https://5rH8sf3XHWbNEbyj.public.blob.vercel-storage.com/profile/moki_305ff2894ee91b96482221a9e0f908cce7c0b4e8b568bf80add478aa3c4c3197_300x300.png&quot;,https://5rH8sf3XHWbNEbyj.public.blob.vercel-storage.com/thumbnail/moki_305ff2894ee91b96482221a9e0f908cce7c0b4e8b568bf80add478aa3c4c3197_64x64.png,Champion,1,2026-02-27 07:44 UTC
89,Milo Thatch,4813,15305,Defender,Legendary,225.00,332.77,409.33,9.00,32.27,&quot;https://5rH8sf3XHWbNEbyj.public.blob.vercel-storage.com/profile/moki_c88c13e5fc130467fa7f7bd14e6ea9ce7de53575e8ddb8562d3a5525d618b01f_300x300.png&quot;,https://5rH8sf3XHWbNEbyj.public.blob.vercel-storage.com/thumbnail/moki_c88c13e5fc130467fa7f7bd14e6ea9ce7de53575e8ddb8562d3a5525d618b01f_64x64.png,Champion,1,2026-02-27 07:44 UTC
90,Nisheep,5168,15260,Defender,Legendary,277.67,310.14,501.56,25.00,25.00,&quot;https://5rH8sf3XHWbNEbyj.public.blob.vercel-storage.com/profile/moki_dfc7729238f0f2820297c1cad0ad1ec3855f5e2108c8f757d6e00dd01d410554_300x300.png&quot;,https://5rH8sf3XHWbNEbyj.public.blob.vercel-storage.com/thumbnail/moki_dfc7729238f0f2820297c1cad0ad1ec3855f5e2108c8f757d6e00dd01d410554_64x64.png,Champion,1,2026-02-27 07:44 UTC
91,Mushi,3582,15260,Defender,Legendary,232.52,291.09,490.37,37.33,72.92,&quot;https://5rH8sf3XHWbNEbyj.public.blob.vercel-storage.com/profile/moki_232a49aafdcac73b680b66fd342556b3c9eff0ef8091d0b0c698dcb95dab12d7_300x300.png&quot;,https://5rH8sf3XHWbNEbyj.public.blob.vercel-storage.com/thumbnail/moki_232a49aafdcac73b680b66fd342556b3c9eff0ef8091d0b0c698dcb95dab12d7_64x64.png,Champion,1,2026-02-27 07:44 UTC
92,Neuty,4642,15250,Striker,Legendary,17.00,280.32,11.00,460.01,330.41,&quot;https://5rH8sf3XHWbNEbyj.public.blob.vercel-storage.com/profile/moki_6b31ae120274eb17e256e7801b0263225d1498261e65e4dd06ce8008728b9738_300x300.png&quot;,https://5rH8sf3XHWbNEbyj.public.blob.vercel-storage.com/thumbnail/moki_6b31ae120274eb17e256e7801b0263225d1498261e65e4dd06ce8008728b9738_64x64.png,Champion,1,2026-02-27 07:44 UTC
93,Specter,3320,15250,Striker,Legendary,58.00,330.96,42.00,565.08,300.43,&quot;https://5rH8sf3XHWbNEbyj.public.blob.vercel-storage.com/profile/moki_eecb22c7011b3be47e97194374d14fa6dddbadc30b624e0caad1ff40f70cfc33_300x300.png&quot;,https://5rH8sf3XHWbNEbyj.public.blob.vercel-storage.com/thumbnail/moki_eecb22c7011b3be47e97194374d14fa6dddbadc30b624e0caad1ff40f70cfc33_64x64.png,Champion,1,2026-02-27 07:44 UTC
94,Maid of Shadows,8086,15215,Defender,Legendary,255.00,368.65,560.19,49.00,52.00,&quot;https://5rH8sf3XHWbNEbyj.public.blob.vercel-storage.com/profile/moki_0fdb0f4d3be27cff1befb905d2b20e77b1c1e35df099bf7ef49a99c966708a49_300x300.png&quot;,https://5rH8sf3XHWbNEbyj.public.blob.vercel-storage.com/thumbnail/moki_0fdb0f4d3be27cff1befb905d2b20e77b1c1e35df099bf7ef49a99c966708a49_64x64.png,Champion,1,2026-02-27 07:44 UTC
95,Gruyere,7181,15195,Defender,Legendary,270.00,349.39,567.79,61.00,101.43,&quot;https://5rH8sf3XHWbNEbyj.public.blob.vercel-storage.com/profile/moki_Gruyere_300x300.png&quot;,https://5rH8sf3XHWbNEbyj.public.blob.vercel-storage.com/thumbnail/moki_Gruyere_64x64.png,Champion,1,2026-02-27 07:44 UTC
96,Cammyyy,3284,15185,Defender,Legendary,249.94,324.38,545.09,68.48,88.65,&quot;https://5rH8sf3XHWbNEbyj.public.blob.vercel-storage.com/profile/moki_235c9a314918a6603cf62512c232d2d8f0484ffc46b57b78f11a498afc51f3e5_300x300.png&quot;,https://5rH8sf3XHWbNEbyj.public.blob.vercel-storage.com/thumbnail/moki_235c9a314918a6603cf62512c232d2d8f0484ffc46b57b78f11a498afc51f3e5_64x64.png,Champion,1,2026-02-27 07:44 UTC
97,Valkyrie,2730,15180,Striker,Legendary,49.00,397.68,59.00,519.01,339.60,&quot;https://5rH8sf3XHWbNEbyj.public.blob.vercel-storage.com/profile/moki_155687a723c11968a227e0956ccdaa123d4ab999c7d211efb2a037f77b2ebcf6_300x300.png&quot;,https://5rH8sf3XHWbNEbyj.public.blob.vercel-storage.com/thumbnail/moki_155687a723c11968a227e0956ccdaa123d4ab999c7d211efb2a037f77b2ebcf6_64x64.png,Champion,1,2026-02-27 07:44 UTC
98,CitraVale,7947,15150,Sprinter,Legendary,37.00,452.00,254.00,386.00,138.66,&quot;https://5rH8sf3XHWbNEbyj.public.blob.vercel-storage.com/profile/moki_55e0cc1502554636347b20362d902298dcf8cb2131899ca22367375c0c6c3200_300x300.png&quot;,https://5rH8sf3XHWbNEbyj.public.blob.vercel-storage.com/thumbnail/moki_55e0cc1502554636347b20362d902298dcf8cb2131899ca22367375c0c6c3200_64x64.png,Champion,1,2026-02-27 07:44 UTC
99,SMG Loves You,3841,15150,Striker,Legendary,49.00,353.77,45.00,546.45,305.10,&quot;https://5rH8sf3XHWbNEbyj.public.blob.vercel-storage.com/profile/moki_d56d26ec644956177eb555e755c40b8f83c8d3458c6fdf83ff348d7b4b03abfc_300x300.png&quot;,https://5rH8sf3XHWbNEbyj.public.blob.vercel-storage.com/thumbnail/moki_d56d26ec644956177eb555e755c40b8f83c8d3458c6fdf83ff348d7b4b03abfc_64x64.png,Champion,1,2026-02-27 07:44 UTC
100,Tea Bone,670,15120,Defender,Legendary,219.00,295.63,551.17,25.00,21.00,&quot;https://5rH8sf3XHWbNEbyj.public.blob.vercel-storage.com/profile/moki_c598115170e62e11ca5b52d9f732a2ec1769e558d78488512f821a8e398307dc_300x300.png&quot;,https://5rH8sf3XHWbNEbyj.public.blob.vercel-storage.com/thumbnail/moki_c598115170e62e11ca5b52d9f732a2ec1769e558d78488512f821a8e398307dc_64x64.png,Champion,1,2026-02-27 07:44 UTC
