rank,moki_name,moki_id,score,class,rarity,stat_strength,stat_speed,stat_defense,stat_dexterity,stat_fortitude,image_url,thumbnail_url,category,page,date_scraped
57,Moki #140,140,6565,Forward,Legendary,238.00,251.00,9.00,254.00,248.00,&quot;https://5rH8sf3XHWbNEbyj.public.blob.vercel-storage.com/profile/moki_d0acc733057db0b736527925aa4bc1d2e36696f62a1f91d4f41d96b1e48f1f93_300x300.png&quot;,https://5rH8sf3XHWbNEbyj.public.blob.vercel-storage.com/thumbnail/moki_d0acc733057db0b736527925aa4bc1d2e36696f62a1f91d4f41d96b1e48f1f93_64x64.png,Non-Champion,1,2026-02-27 07:44 UTC
58,Moki #4635,4635,6560,Bruiser,Legendary,424.00,26.00,219.00,8.00,223.00,&quot;https://5rH8sf3XHWbNEbyj.public.blob.vercel-storage.com/profile/moki_63505dad1d9f6394515f0bb3d6af9e4d273207d07807a5169f812c043844f708_300x300.png&quot;,https://5rH8sf3XHWbNEbyj.public.blob.vercel-storage.com/thumbnail/moki_63505dad1d9f6394515f0bb3d6af9e4d273207d07807a5169f812c043844f708_64x64.png,Non-Champion,1,2026-02-27 07:44 UTC
59,Vanguard of ROC,87,6515,Defender,Legendary,222.00,291.47,428.91,20.00,19.00,&quot;https://5rH8sf3XHWbNEbyj.public.blob.vercel-storage.com/profile/moki_c6dea1daf3ec99a319958ff51ce00ab318dbfee5e25a505103937ac91f186f6f_300x300.png&quot;,https://5rH8sf3XHWbNEbyj.public.blob.vercel-storage.com/thumbnail/moki_c6dea1daf3ec99a319958ff51ce00ab318dbfee5e25a505103937ac91f186f6f_64x64.png,Non-Champion,1,2026-02-27 07:44 UTC
60,Moki #5693,5693,6510,Center,Legendary,330.00,330.00,330.00,30.00,329.75,&quot;https://5rH8sf3XHWbNEbyj.public.blob.vercel-storage.com/profile/moki_5cc1418e9d0932a17359571e4836ceaafe85b24fce809ee7455b91ee5b5b4e8a_300x300.png&quot;,https://5rH8sf3XHWbNEbyj.public.blob.vercel-storage.com/thumbnail/moki_5cc1418e9d0932a17359571e4836ceaafe85b24fce809ee7455b91ee5b5b4e8a_64x64.png,Non-Champion,1,2026-02-27 07:44 UTC
61,Moki #3040,3040,6510,Flanker,Legendary,245.00,321.75,303.98,279.80,20.25,&quot;https://5rH8sf3XHWbNEbyj.public.blob.vercel-storage.com/profile/moki_5fd303f29d1ad780973e5fff9fbb5e7a372f69d0aa05e2205c8f11882710769b_300x300.png&quot;,https://5rH8sf3XHWbNEbyj.public.blob.vercel-storage.com/thumbnail/moki_5fd303f29d1ad780973e5fff9fbb5e7a372f69d0aa05e2205c8f11882710769b_64x64.png,Non-Champion,1,2026-02-27 07:44 UTC
62,Moki #6909,6909,6505,Flanker,Legendary,262.41,243.33,229.00,250.33,30.00,&quot;https://5rH8sf3XHWbNEbyj.public.blob.vercel-storage.com/profile/moki_0ad716b5403d62de9ab6e3111d41e2190230bdf867c1ae5cfbe0a9620436518a_300x300.png&quot;,https://5rH8sf3XHWbNEbyj.public.blob.vercel-storage.com/thumbnail/moki_0ad716b5403d62de9ab6e3111d41e2190230bdf867c1ae5cfbe0a9620436518a_64x64.png,Non-Champion,1,2026-02-27 07:44 UTC
63,Moki #5892,5892,6495,Forward,Legendary,330.48,331.29,30.00,342.82,316.19,&quot;https://5rH8sf3XHWbNEbyj.public.blob.vercel-storage.com/profile/moki_6357d94dbc2d6fe0db4667e1f52a0b65bd6f83b9b8db0b8ca183c5299152c045_300x300.png&quot;,https://5rH8sf3XHWbNEbyj.public.blob.vercel-storage.com/thumbnail/moki_6357d94dbc2d6fe0db4667e1f52a0b65bd6f83b9b8db0b8ca183c5299152c045_64x64.png,Non-Champion,1,2026-02-27 07:44 UTC
64,Moki #7389,7389,6480,Forward,Legendary,356.81,323.12,39.30,253.81,261.00,&quot;https://5rH8sf3XHWbNEbyj.public.blob.vercel-storage.com/profile/moki_8e8cd33d5f038c3e476e452d745aaaa3447d348a7864ae4dbe790d60d9d12cb1_300x300.png&quot;,https://5rH8sf3XHWbNEbyj.public.blob.vercel-storage.com/thumbnail/moki_8e8cd33d5f038c3e476e452d745aaaa3447d348a7864ae4dbe790d60d9d12cb1_64x64.png,Non-Champion,1,2026-02-27 07:44 UTC
65,Moki #6461,6461,6480,Flanker,Legendary,313.30,286.33,368.50,290.00,35.39,&quot;https://5rH8sf3XHWbNEbyj.public.blob.vercel-storage.com/profile/moki_74f535a9204c7f4fa35d6ba023789fc4e814687b115a6dd2c28a5814c2d3377d_300x300.png&quot;,https://5rH8sf3XHWbNEbyj.public.blob.vercel-storage.com/thumbnail/moki_74f535a9204c7f4fa35d6ba023789fc4e814687b115a6dd2c28a5814c2d3377d_64x64.png,Non-Champion,1,2026-02-27 07:44 UTC
66,Moki #7611,7611,6470,Grinder,Legendary,341.53,53.00,38.00,230.00,428.00,&quot;https://5rH8sf3XHWbNEbyj.public.blob.vercel-storage.com/profile/moki_e3fd06340be0eb9f4d3cff4ff12093be3b7cf41c35c10818ae98b4f22aa180a0_300x300.png&quot;,https://5rH8sf3XHWbNEbyj.public.blob.vercel-storage.com/thumbnail/moki_e3fd06340be0eb9f4d3cff4ff12093be3b7cf41c35c10818ae98b4f22aa180a0_64x64.png,Non-Champion,1,2026-02-27 07:44 UTC
67,Moki #742,742,6470,Grinder,Legendary,216.98,24.91,19.00,298.23,541.71,&quot;https://5rH8sf3XHWbNEbyj.public.blob.vercel-storage.com/profile/moki_f08e1d0b31ded7676fa37840adea3b38fe90cb5883b905bb3650023cf4f3f0a5_300x300.png&quot;,https://5rH8sf3XHWbNEbyj.public.blob.vercel-storage.com/thumbnail/moki_f08e1d0b31ded7676fa37840adea3b38fe90cb5883b905bb3650023cf4f3f0a5_64x64.png,Non-Champion,1,2026-02-27 07:44 UTC
68,Moki #3147,3147,6460,Flanker,Legendary,242.00,241.00,247.00,240.00,30.00,&quot;https://5rH8sf3XHWbNEbyj.public.blob.vercel-storage.com/profile/moki_f8435eea156795191ad42cde6f776c55640e35d4e1b1ccce2ff07fed16ebae07_300x300.png&quot;,https://5rH8sf3XHWbNEbyj.public.blob.vercel-storage.com/thumbnail/moki_f8435eea156795191ad42cde6f776c55640e35d4e1b1ccce2ff07fed16ebae07_64x64.png,Non-Champion,1,2026-02-27 07:44 UTC
69,Moki #7062,7062,6450,Striker,Legendary,29.00,254.75,29.00,443.98,314.02,&quot;https://5rH8sf3XHWbNEbyj.public.blob.vercel-storage.com/profile/moki_b3a8b3adb45fb8d85fb8990d47b3bcab1e42322f26ab7df8fd6de0f8f35e4fa1_300x300.png&quot;,https://5rH8sf3XHWbNEbyj.public.blob.vercel-storage.com/thumbnail/moki_b3a8b3adb45fb8d85fb8990d47b3bcab1e42322f26ab7df8fd6de0f8f35e4fa1_64x64.png,Non-Champion,1,2026-02-27 07:44 UTC
70,Moki #4356,4356,6450,Striker,Legendary,43.00,281.43,20.00,484.63,281.31,&quot;https://5rH8sf3XHWbNEbyj.public.blob.vercel-storage.com/profile/moki_4be19f6cbac39da633fb82f0219fe55e557bbbe9a92aa131f49c9d1c0ce81cc9_300x300.png&quot;,https://5rH8sf3XHWbNEbyj.public.blob.vercel-storage.com/thumbnail/moki_4be19f6cbac39da633fb82f0219fe55e557bbbe9a92aa131f49c9d1c0ce81cc9_64x64.png,Non-Champion,1,2026-02-27 07:44 UTC
71,Moki #4029,4029,6450,Striker,Legendary,6.00,264.75,35.00,500.81,233.95,&quot;https://5rH8sf3XHWbNEbyj.public.blob.vercel-storage.com/profile/moki_98d9a71f8909eef84a0dd67e3f0646a87e90ace592e7516315db6feac9099f5a_300x300.png&quot;,https://5rH8sf3XHWbNEbyj.public.blob.vercel-storage.com/thumbnail/moki_98d9a71f8909eef84a0dd67e3f0646a87e90ace592e7516315db6feac9099f5a_64x64.png,Non-Champion,1,2026-02-27 07:44 UTC
72,Moki #3150,3150,6450,Forward,Legendary,257.33,375.16,26.50,261.00,257.28,&quot;https://5rH8sf3XHWbNEbyj.public.blob.vercel-storage.com/profile/moki_00f9759e971951c1c0a30978cff8cec231fda667e8c853307f3c769f9e132c4e_300x300.png&quot;,https://5rH8sf3XHWbNEbyj.public.blob.vercel-storage.com/thumbnail/moki_00f9759e971951c1c0a30978cff8cec231fda667e8c853307f3c769f9e132c4e_64x64.png,Non-Champion,1,2026-02-27 07:44 UTC
73,Moki #6924,6924,6445,Support,Legendary,29.00,254.00,259.00,251.00,257.00,&quot;https://5rH8sf3XHWbNEbyj.public.blob.vercel-storage.com/profile/moki_5fb94a8af884df9b92e9c92cbc79cfd91fcbef48908c7e520b79894bbd6384d5_300x300.png&quot;,https://5rH8sf3XHWbNEbyj.public.blob.vercel-storage.com/thumbnail/moki_5fb94a8af884df9b92e9c92cbc79cfd91fcbef48908c7e520b79894bbd6384d5_64x64.png,Non-Champion,1,2026-02-27 07:44 UTC
74,Moki #6352,6352,6445,Center,Legendary,237.00,241.00,258.00,19.00,245.00,&quot;https://5rH8sf3XHWbNEbyj.public.blob.vercel-storage.com/profile/moki_d4498181c8523e966c6a6d5bf5f4099492aed88dcb4254b54504b6fdc71bf320_300x300.png&quot;,https://5rH8sf3XHWbNEbyj.public.blob.vercel-storage.com/thumbnail/moki_d4498181c8523e966c6a6d5bf5f4099492aed88dcb4254b54504b6fdc71bf320_64x64.png,Non-Champion,1,2026-02-27 07:44 UTC
75,Heracross,6661,6440,Grinder,Legendary,208.00,103.62,21.00,222.67,431.00,&quot;https://5rH8sf3XHWbNEbyj.public.blob.vercel-storage.com/profile/moki_a746067f6f54cc87e3eee3dccb3166a233a94ba9b81edadf100981b055a3f85b_300x300.png&quot;,https://5rH8sf3XHWbNEbyj.public.blob.vercel-storage.com/thumbnail/moki_a746067f6f54cc87e3eee3dccb3166a233a94ba9b81edadf100981b055a3f85b_64x64.png,Non-Champion,1,2026-02-27 07:44 UTC
76,Moki #4164,4164,6440,Forward,Legendary,266.21,310.44,29.00,334.43,287.17,&quot;https://5rH8sf3XHWbNEbyj.public.blob.vercel-storage.com/profile/moki_e32395e2098076653afaa71a349f8fd0c5749eaefbb6afad8d4fa38d88fdd95d_300x300.png&quot;,https://5rH8sf3XHWbNEbyj.public.blob.vercel-storage.com/thumbnail/moki_e32395e2098076653afaa71a349f8fd0c5749eaefbb6afad8d4fa38d88fdd95d_64x64.png,Non-Champion,1,2026-02-27 07:44 UTC
77,Moki #2120,2120,6435,Flanker,Legendary,330.03,305.82,239.00,243.00,20.00,&quot;https://5rH8sf3XHWbNEbyj.public.blob.vercel-storage.com/profile/moki_fc5d4522d21bcafd36fbbe8800bf04c5c61cc93f2128823d409d655f07e37588_300x300.png&quot;,https://5rH8sf3XHWbNEbyj.public.blob.vercel-storage.com/thumbnail/moki_fc5d4522d21bcafd36fbbe8800bf04c5c61cc93f2128823d409d655f07e37588_64x64.png,Non-Champion,1,2026-02-27 07:44 UTC
78,Moki #5520,5520,6430,Defender,Legendary,228.00,276.84,493.91,21.00,23.00,&quot;https://5rH8sf3XHWbNEbyj.public.blob.vercel-storage.com/profile/moki_79e76882107b8eb5680d4aa3677a7799b14440a2b9a742446e44598ad1f2b504_300x300.png&quot;,https://5rH8sf3XHWbNEbyj.public.blob.vercel-storage.com/thumbnail/moki_79e76882107b8eb5680d4aa3677a7799b14440a2b9a742446e44598ad1f2b504_64x64.png,Non-Champion,1,2026-02-27 07:44 UTC
79,Moki #4909,4909,6430,Bruiser,Legendary,424.00,24.00,220.00,9.00,223.00,&quot;https://5rH8sf3XHWbNEbyj.public.blob.vercel-storage.com/profile/moki_b20e269a11614067435bd699295ac6cef78d5a49b10454c20a545a23fb1c3f48_300x300.png&quot;,https://5rH8sf3XHWbNEbyj.public.blob.vercel-storage.com/thumbnail/moki_b20e269a11614067435bd699295ac6cef78d5a49b10454c20a545a23fb1c3f48_64x64.png,Non-Champion,1,2026-02-27 07:44 UTC
80,Moki #4347,4347,6430,Bruiser,Legendary,506.26,24.00,245.54,30.05,224.49,&quot;https://5rH8sf3XHWbNEbyj.public.blob.vercel-storage.com/profile/moki_2a4806baef95ff5881fb07f31928a4fcf3b27bf333f2a9a7efcf5d9ce475ada8_300x300.png&quot;,https://5rH8sf3XHWbNEbyj.public.blob.vercel-storage.com/thumbnail/moki_2a4806baef95ff5881fb07f31928a4fcf3b27bf333f2a9a7efcf5d9ce475ada8_64x64.png,Non-Champion,1,2026-02-27 07:44 UTC
81,Moki #1059,1059,6430,Flanker,Legendary,268.00,243.00,257.00,258.00,24.00,&quot;https://5rH8sf3XHWbNEbyj.public.blob.vercel-storage.com/profile/moki_1f380a5f0e40cfe57f0a200751cf0dfebf54e360944774a9f5e95d96bcb0f3e0_300x300.png&quot;,https://5rH8sf3XHWbNEbyj.public.blob.vercel-storage.com/thumbnail/moki_1f380a5f0e40cfe57f0a200751cf0dfebf54e360944774a9f5e95d96bcb0f3e0_64x64.png,Non-Champion,1,2026-02-27 07:44 UTC
82,Moki #81,81,6425,Forward,Legendary,316.27,280.06,30.33,266.31,270.03,&quot;https://5rH8sf3XHWbNEbyj.public.blob.vercel-storage.com/profile/moki_68b6ed78e47e1b73268a08a7ac8da52e8dfb24a7018d5b3b6e4cfb4db8f9c54c_300x300.png&quot;,https://5rH8sf3XHWbNEbyj.public.blob.vercel-storage.com/thumbnail/moki_68b6ed78e47e1b73268a08a7ac8da52e8dfb24a7018d5b3b6e4cfb4db8f9c54c_64x64.png,Non-Champion,1,2026-02-27 07:44 UTC
83,Moki #5493,5493,6420,Sprinter,Legendary,17.00,428.00,215.00,224.00,16.00,&quot;https://5rH8sf3XHWbNEbyj.public.blob.vercel-storage.com/profile/moki_5d2c80d2e2840908f12f66349806d817fd64f186d44fe39cbcab03b8ecf28682_300x300.png&quot;,https://5rH8sf3XHWbNEbyj.public.blob.vercel-storage.com/thumbnail/moki_5d2c80d2e2840908f12f66349806d817fd64f186d44fe39cbcab03b8ecf28682_64x64.png,Non-Champion,1,2026-02-27 07:44 UTC
84,Moki #8085,8085,6410,Grinder,Legendary,271.16,135.93,12.00,214.00,433.00,&quot;https://5rH8sf3XHWbNEbyj.public.blob.vercel-storage.com/profile/moki_7076178d330dabcd1792be1e864f47211cb810c6613e25c00fc345ccedfb0e52_300x300.png&quot;,https://5rH8sf3XHWbNEbyj.public.blob.vercel-storage.com/thumbnail/moki_7076178d330dabcd1792be1e864f47211cb810c6613e25c00fc345ccedfb0e52_64x64.png,Non-Champion,1,2026-02-27 07:44 UTC
85,Moki #7258,7258,6410,Forward,Legendary,323.20,320.83,17.00,256.00,254.00,&quot;https://5rH8sf3XHWbNEbyj.public.blob.vercel-storage.com/profile/moki_333ffe2734d1bb9c4f6ba649b19751ebd7da96cce8710e1909891f59df08c580_300x300.png&quot;,https://5rH8sf3XHWbNEbyj.public.blob.vercel-storage.com/thumbnail/moki_333ffe2734d1bb9c4f6ba649b19751ebd7da96cce8710e1909891f59df08c580_64x64.png,Non-Champion,1,2026-02-27 07:44 UTC
86,Moki #4781,4781,6410,Striker,Legendary,14.00,326.59,10.00,494.27,254.00,&quot;https://5rH8sf3XHWbNEbyj.public.blob.vercel-storage.com/profile/moki_5ed068d2f9f7dcf79aa3acf80eb6fc4157ca1835cd6d4e20f11e825bb5b36e98_300x300.png&quot;,https://5rH8sf3XHWbNEbyj.public.blob.vercel-storage.com/thumbnail/moki_5ed068d2f9f7dcf79aa3acf80eb6fc4157ca1835cd6d4e20f11e825bb5b36e98_64x64.png,Non-Champion,1,2026-02-27 07:44 UTC
87,Moki #1718,1718,6410,Flanker,Legendary,310.26,329.24,243.00,265.73,23.62,&quot;https://5rH8sf3XHWbNEbyj.public.blob.vercel-storage.com/profile/moki_7d6c97b45e6e3e968b2250f5e3f57f3a5fcbe5d9b5b39e23b467b5ed9f22b7fa_300x300.png&quot;,https://5rH8sf3XHWbNEbyj.public.blob.vercel-storage.com/thumbnail/moki_7d6c97b45e6e3e968b2250f5e3f57f3a5fcbe5d9b5b39e23b467b5ed9f22b7fa_64x64.png,Non-Champion,1,2026-02-27 07:44 UTC
88,Moki #8821,8821,6395,Sprinter,Legendary,65.98,468.90,290.03,212.00,27.00,&quot;https://5rH8sf3XHWbNEbyj.public.blob.vercel-storage.com/profile/moki_b6a83973ed653ff6d008779793e094dc07c8ef2f66af3dcbcdae8102ab512892_300x300.png&quot;,https://5rH8sf3XHWbNEbyj.public.blob.vercel-storage.com/thumbnail/moki_b6a83973ed653ff6d008779793e094dc07c8ef2f66af3dcbcdae8102ab512892_64x64.png,Non-Champion,1,2026-02-27 07:44 UTC
89,Joy,6601,6395,Support,Legendary,53.85,331.30,291.59,313.49,304.37,&quot;https://5rH8sf3XHWbNEbyj.public.blob.vercel-storage.com/profile/moki_a77611f5ff86adec82ce73c3674f0f1c5d4011e9f0c7a17619d95389d2bd6d01_300x300.png&quot;,https://5rH8sf3XHWbNEbyj.public.blob.vercel-storage.com/thumbnail/moki_a77611f5ff86adec82ce73c3674f0f1c5d4011e9f0c7a17619d95389d2bd6d01_64x64.png,Non-Champion,1,2026-02-27 07:44 UTC
90,Moki #2078,2078,6395,Center,Legendary,234.00,235.00,240.00,21.00,270.00,&quot;https://5rH8sf3XHWbNEbyj.public.blob.vercel-storage.com/profile/moki_ce3627df12f2f861086be3e9a64f5c5e043ecd098a85856845e2d775839482ea_300x300.png&quot;,https://5rH8sf3XHWbNEbyj.public.blob.vercel-storage.com/thumbnail/moki_ce3627df12f2f861086be3e9a64f5c5e043ecd098a85856845e2d775839482ea_64x64.png,Non-Champion,1,2026-02-27 07:44 UTC
91,Moki #8393,8393,6390,Grinder,Legendary,216.00,32.00,20.00,212.00,420.00,&quot;https://5rH8sf3XHWbNEbyj.public.blob.vercel-storage.com/profile/moki_222812d5756d2531f1bfa6d3a01be39dd115082a0a0eb03f05c68d96e56b6c2d_300x300.png&quot;,https://5rH8sf3XHWbNEbyj.public.blob.vercel-storage.com/thumbnail/moki_222812d5756d2531f1bfa6d3a01be39dd115082a0a0eb03f05c68d96e56b6c2d_64x64.png,Non-Champion,1,2026-02-27 07:44 UTC
92,Moki #2204,2204,6385,Center,Legendary,240.00,321.51,311.99,25.00,239.00,&quot;https://5rH8sf3XHWbNEbyj.public.blob.vercel-storage.com/profile/moki_aab17364a738e05c1bacaf91ee983ea97f2bbc9151b5ca61fbe9c5655dd0d0c4_300x300.png&quot;,https://5rH8sf3XHWbNEbyj.public.blob.vercel-storage.com/thumbnail/moki_aab17364a738e05c1bacaf91ee983ea97f2bbc9151b5ca61fbe9c5655dd0d0c4_64x64.png,Non-Champion,1,2026-02-27 07:44 UTC
93,Moki #541,541,6385,Support,Legendary,23.00,247.00,241.00,243.00,248.00,&quot;https://5rH8sf3XHWbNEbyj.public.blob.vercel-storage.com/profile/moki_7297a304d35455a2389b609e0046dcee560af06acb0c21f85373964e5cb017b3_300x300.png&quot;,https://5rH8sf3XHWbNEbyj.public.blob.vercel-storage.com/thumbnail/moki_7297a304d35455a2389b609e0046dcee560af06acb0c21f85373964e5cb017b3_64x64.png,Non-Champion,1,2026-02-27 07:44 UTC
94,Moki #4875,4875,6380,Center,Legendary,247.27,403.66,247.00,20.00,246.00,&quot;https://5rH8sf3XHWbNEbyj.public.blob.vercel-storage.com/profile/moki_19298422d42ee974f1a4998701ed2efe95067a2829b3bbbbe5e1a3015112a8b5_300x300.png&quot;,https://5rH8sf3XHWbNEbyj.public.blob.vercel-storage.com/thumbnail/moki_19298422d42ee974f1a4998701ed2efe95067a2829b3bbbbe5e1a3015112a8b5_64x64.png,Non-Champion,1,2026-02-27 07:44 UTC
95,Moki #3162,3162,6380,Anchor,Legendary,244.00,13.00,247.00,246.00,250.00,&quot;https://5rH8sf3XHWbNEbyj.public.blob.vercel-storage.com/profile/moki_c9bc409d158edea5eac71b8bece1e523c5dc98658a282df1812becfb6fac00da_300x300.png&quot;,https://5rH8sf3XHWbNEbyj.public.blob.vercel-storage.com/thumbnail/moki_c9bc409d158edea5eac71b8bece1e523c5dc98658a282df1812becfb6fac00da_64x64.png,Non-Champion,1,2026-02-27 07:44 UTC
96,Moki #1926,1926,6380,Bruiser,Legendary,427.33,40.47,350.26,15.00,224.60,&quot;https://5rH8sf3XHWbNEbyj.public.blob.vercel-storage.com/profile/moki_6d1b2657696b04fbc44bc02fdf3a591d124a5dd44d282cf96235389e8c4ca403_300x300.png&quot;,https://5rH8sf3XHWbNEbyj.public.blob.vercel-storage.com/thumbnail/moki_6d1b2657696b04fbc44bc02fdf3a591d124a5dd44d282cf96235389e8c4ca403_64x64.png,Non-Champion,1,2026-02-27 07:44 UTC
97,Moki #1078,1078,6380,Grinder,Legendary,220.13,45.62,14.56,293.88,432.00,&quot;https://5rH8sf3XHWbNEbyj.public.blob.vercel-storage.com/profile/moki_b5dd62755f5b3f2e2cd39e8c0cdef15f736a8e40aa50b5e824107eb80a780c6d_300x300.png&quot;,https://5rH8sf3XHWbNEbyj.public.blob.vercel-storage.com/thumbnail/moki_b5dd62755f5b3f2e2cd39e8c0cdef15f736a8e40aa50b5e824107eb80a780c6d_64x64.png,Non-Champion,1,2026-02-27 07:44 UTC
98,Ryu,7977,6370,Bruiser,Legendary,424.00,69.15,284.41,43.86,262.22,&quot;https://5rH8sf3XHWbNEbyj.public.blob.vercel-storage.com/profile/moki_f56ad81086c21a5dc61e71f489fa76a3d3ac55a3ab535bc7082cb70abd3bada1_300x300.png&quot;,https://5rH8sf3XHWbNEbyj.public.blob.vercel-storage.com/thumbnail/moki_f56ad81086c21a5dc61e71f489fa76a3d3ac55a3ab535bc7082cb70abd3bada1_64x64.png,Non-Champion,1,2026-02-27 07:44 UTC
99,Snooze,2732,6370,Bruiser,Legendary,538.15,18.33,272.58,38.00,249.12,&quot;https://5rH8sf3XHWbNEbyj.public.blob.vercel-storage.com/profile/moki_d7fa51e1a192a3e0e5f6d637163dd8c8b711519e854ab347a6fcd638cb51ab66_300x300.png&quot;,https://5rH8sf3XHWbNEbyj.public.blob.vercel-storage.com/thumbnail/moki_d7fa51e1a192a3e0e5f6d637163dd8c8b711519e854ab347a6fcd638cb51ab66_64x64.png,Non-Champion,1,2026-02-27 07:44 UTC
100,Moki #835,835,6370,Grinder,Legendary,229.34,103.95,42.71,287.53,431.31,&quot;https://5rH8sf3XHWbNEbyj.public.blob.vercel-storage.com/profile/moki_51d65f4db77c7e67ed9efa11aa23c8eaaa03dd547504c244d9e55d4af032f2c8_300x300.png&quot;,https://5rH8sf3XHWbNEbyj.public.blob.vercel-storage.com/thumbnail/moki_51d65f4db77c7e67ed9efa11aa23c8eaaa03dd547504c244d9e55d4af032f2c8_64x64.png,Non-Champion,1,2026-02-27 07:44 UTC
